id,title,text,keywords,category,intent
237,API,"In the organization, aPIs provide defined interfaces for software integration and communication.","API, software, integration, applications, requests",Technology,api
238,Natural Language Processing,"In the organization, natural language processing is used for tasks such as text classification and search.","NLP, language, text, AI, natural language",AI/ML,nlp
239,Semantic Search,"In the organization, semantic similarity can help search systems retrieve conceptually related documents.","semantic search, meaning, query, documents, similarity",AI/ML,semantic_search
240,Customer Support,"In the organization, support representatives help customers resolve problems and answer questions.","customer support, help, service, customers, tickets",Business,customer_support
241,Password Reset,"According to the policy, a forgotten password can be reset through the account recovery process.","password, reset, recovery, account, login",IT,password_recovery
242,Account Recovery,"According to the policy, users can regain access to an account through email verification.","account recovery, email verification, account access, registered email",IT,account_recovery
243,Remote Work Policy,"According to the policy, the company permits employees to work remotely under its flexible work policy.","remote work, work from home, employees, policy, flexible work",HR,remote_work
244,Annual Leave,"According to the policy, the company provides employees with 20 days of annual paid leave.","annual leave, paid leave, vacation, employees, time off",HR,annual_leave
245,Machine Learning,"According to the policy, computers can learn from examples and improve predictions using machine learning.","machine learning, data, patterns, AI, prediction",AI/ML,machine_learning
246,Python,"According to the policy, data scientists commonly use Python for machine learning projects.","Python, programming, data science, machine learning, software",Programming,python
247,Health Insurance,"According to the policy, eligible staff members can receive medical insurance benefits through the company.","health insurance, employees, medical, benefits, coverage",HR,health_insurance
